Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2025-01-03,-0.002009471288797249,0.007482323498691379,0.017969329686586377,-0.011462159054347443,0.011173865859202436,0.006774314343900079,0.002725732735706643,0.007770382571275158,0.0030680740680513185,-0.0037926323609537294,0.008974457174690365,0.0018534583592877407,0.004434187848840976,0.012321478813679176,0.016815042736590735,0.001180429245639214,0.013666638546011134,-0.0014553605739713316,0.007760380568827996,0.0013106658835302376,-0.0003025511291232519,0.011395701906888434,-0.004886625968376412,-0.005121099936880924,0.005811745518867317,0.01682824332486721,0.0016221756190815118,0.0012434329816111145,0.03373236493703624,0.008666729892016667
2025-01-06,0.006738987497901139,-0.01006823884608965,-0.003959301160260775,0.005179546288557546,0.0011269675613372332,-0.0071192250293213855,-0.0015290201646547263,-0.003990627769167809,-0.0009895700497269955,0.00888323183608919,0.005619504689757804,0.0004882328928506041,-0.021101925561289092,8.986609119032707e-05,-0.03356024536148294,-0.003675678397234372,-0.004875424496034619,-0.015222656161513415,-0.008820165888840381,0.0032340021975629796,0.005850341751830079,0.010629508038998425,-0.0178692555691915,-0.027432854522052352,-0.0016921694605274151,0.0013059751649644458,-0.005938182446149076,-0.016144946007476957,-0.0031578666285464463,0.007160120667268677
2025-01-07,-0.011387715926354569,0.013418962287854885,0.00046372587512277796,0.010129966857388206,-0.003294872868526144,-0.016942492825844258,0.002722486048933437,0.015822379997152414,0.0030616508649006224,-0.008553412274373895,-0.005605240193037653,-0.013200779466334023,-0.005005813723015229,0.005793342118215916,0.007045766670125575,0.017889350243004865,0.00963250420695383,0.0004932950173410777,-0.009720046646811364,0.01903464044933778,0.01303648942204183,-0.012808276658204054,0.0012498855123614927,0.004358683851574119,-0.0008268693127794213,0.0011292153904074453,-0.004376461847822477,-0.017419896271942403,0.021119303445160886,-0.006781176199025185
2025-01-08,0.0020229512510121506,0.008204159438164327,0.0027482183671783122,-0.004347574192116066,-0.0053167790166083195,0.006062779317410394,0.004581676733770079,0.004746397606844477,-0.014633245913900694,-0.012433506541265515,-0.00017234473853722232,0.007729725067906035,-0.0020850026379765074,-0.0034828271318482207,-0.00649680492894722,-0.027080556717537063,-0.00016446922938562203,0.014299828549859228,-0.008432992109829729,0.013255868074222965,-0.011581884236156803,0.005185076963486246,-0.01109718173769092,0.004959680331038552,0.004510148055004937,0.019970873524873145,0.002983920490774228,0.0005138585731474521,-0.04653565726109077,0.01090198549650423
2025-01-10,-0.024103798826267564,-0.007493961515782965,-0.031533867363438106,0.0013973305824395155,-0.027889406587441767,-0.02768419869595795,-0.007770238208988145,0.01889549236574073,-0.010112979124889843,-0.010791267433331808,-0.034516026487713125,0.006947308641662042,-0.008993015659078951,-0.015368714318198307,-0.03672030045539387,-0.0014761454505983762,-0.013408499399856888,-0.010371081109373126,-0.01599863744869967,-0.024678452679219975,-0.006008966321997655,-0.01321370717659709,-0.001262441154828764,-0.021838379429728105,-0.0425918040681843,-0.007301950201737406,-0.01564305740132821,-0.011813183640581815,0.2754880572982408,0.013071867578640761
2025-01-13,-0.010344108804078989,0.03035504455243898,0.0126832996957007,-0.008313910905704991,0.03276349529191802,0.0038382647512205104,0.00034041101017479036,0.014431267268891323,-0.0052462005229558795,0.0303895290496472,0.005267822219817475,-0.0018210604670213515,0.004170656925571947,-0.010693969892596633,0.0026110258697236155,0.01696471415677947,0.01809319628845163,0.009497314977604976,0.004675770244701116,0.025836501390127387,0.017430777530546004,-0.004200958755191886,0.012359603805142116,0.001765904711485522,0.0038721945738386943,0.03927480746189205,-0.0025672298405847727,0.008198784149598293,0.01190470977242053,-0.015806474036886176
2025-01-14,-0.004778176169113579,-0.01143632244141879,0.011245035975806283,-0.020812586617352857,0.025020758513537578,0.014009447753227322,0.009700536329237952,0.009977424520315692,0.0003701046895787652,0.010335333693117343,0.015241129661665243,0.009250225946796586,-0.002738456344369422,0.0016099234157260778,0.0,0.001938080231666861,0.013349138123429416,0.006326019351995615,-0.007227750040987413,0.01939074581728306,-0.013170951069733539,-0.0036433732269276486,-0.012624981476247132,0.005666005319885148,0.015428705756897365,0.00480465738115865,0.007070134929759275,0.004197270919806373,0.02857144230983444,-0.008084751562339232
2025-01-15,0.01967593509639265,0.0068886997405033235,0.03981893302805517,-0.004909635392423173,0.008935143057211548,-0.007356170596724998,0.010955637509584282,0.00911414366342389,0.0005549163620941489,0.007984119204075713,0.06017175402114505,0.03388667473790119,0.004759682510908414,0.010470725328443953,0.027083256757924667,0.0015199228477642546,0.01971957283213155,-0.004352068537971654,0.002556942856899891,0.004154198409129339,0.004415398517960689,0.025597165805012034,-0.0014050656273713047,-0.0005633985873839675,0.012873041998937351,-0.0005885651298439543,0.02326181923950621,-0.0026123296695240716,0.023692807783977088,0.0060578703238347575
2025-01-16,-0.04040020223572849,0.001822008902082839,-0.00268954482341055,0.01642596737465185,0.015097600533820366,-0.003611883249116987,-0.002667564369996045,0.006631725818507794,-0.015899438120271836,0.011633522031916366,0.011668275731446132,0.00797846514713485,0.014348221855345233,0.011952905466725339,-0.0025354583570744715,0.019314382087036286,0.0076084913778968755,0.007770802268705079,-0.00906831056887003,0.010161122233069753,0.0060945067173812095,-0.0040581371761688745,0.0005628817820944043,0.005324244208120943,0.00995917321873474,-0.060413648179094115,0.003066944778080005,0.004190674895603763,0.03192343022578337,-0.0004378477804349856
2025-01-17,0.007535258744368001,0.009946874414459073,0.003467283605652627,0.012786383447342953,0.014373974203176099,0.01425003175949513,0.006853880852914829,0.013113248139376976,0.005260168733886683,0.004159650176405405,0.02112596639894071,0.00012222075333911953,-0.0004939888834246675,0.009566141978294418,0.09252667451779328,-0.0050078315023743825,0.019231575069077467,0.007389503154654031,0.004325481333510517,0.013292087018295984,-0.027606737022291217,0.010481032634545029,-0.003797018048991352,0.003925115019094205,-0.011758844814362512,-0.001625588279341672,0.007470477737677728,0.011476262677014182,-0.03170919085345958,0.007009809146619084
